522	The Frank Znort Quartet	0	662	16456	227	4207
631	Van Dyke Parks	36	72982	856150	1939	22215
696	The Guilty Parties	5	1301	8833	0	0
632	Mighty Sparrow	39	23358	175099	313	2742
633	The Esso Trinidad Steel Band	0	4041	29018	49	1055
630	Harry Belafonte	65	364509	2457381	1849	20036
2044	Bodyrockers	42	167379	1089071	541	5840
2045	Alabama 3	51	171301	2422665	701	8322
2046	Tom Rowlands	26	3931	13445	732	3844
2401	Mitch Murder	54	39718	803977	2041	9097
2402	Arpadys	10	5312	22223	154	1528
2047	Le Dust Sucker	13	8011	41649	144	1624
642	Ellie Goulding	94	1622835	63903311	26998	275129
2048	Harpoon	0	836	11514	7	22
2403	Bicep	45	24892	139005	3320	32906
2050	Boom Boom Satellites	33	106287	3588328	874	9994
2404	André Bratten	32	43	451	535	2024
2052	Luke Vibert	40	187168	2294434	8119	84297
697	Toh Kay	43	11708	458188	228	2263
2053	Wisp	20	97083	1905836	725	9157
651	Pad Brapad	14	1572	7243	932	7216
652	Beirut	73	1241393	71704655	3161	68467
653	Gogol Bordello	59	620682	24206531	2110	33861
654	DeVotchKa	52	408051	9114773	890	17777
655	3 Mustaphas 3	12	5261	55431	169	1534
670	Black Monolith	12	3339	39941	48	304
657	Megadeth	72	1319324	88018101	13803	101112
658	Shihad	42	36760	1025712	14752	44216
659	Rammstein	79	1705782	147891693	9099	84239
2405	Kael Misko	0	56	119	5	33
661	Amaranthe	68	110051	7005879	3922	24710
2054	Winnie The Shit	0	1190	11605	303	4212
2415	Smith & Mudd	27	13643	92901	0	0
664	Young and in the Way	36	18594	689242	241	1613
666	All Pigs Must Die	35	24513	708351	175	1759
668	Tau Cross	35	1871	27051	51	103
669	Dystopia	29	34166	1235765	150	1752
620	John Coltrane	69	897023	18453237	78883	384012
2055	KiNK	41	21598	121272	3529	39340
2056	Morgan Greenwood	0	415	7020	288	5535
673	Streetlight Manifesto	63	310737	16169598	1934	27835
674	Earl Sweatshirt	75	237338	10609128	21411	168937
675	Mustard Plug	47	190300	2502011	502	4415
2416	Mark E	17	21312	166771	1419	13658
677	Less Than Jake	64	620771	22699376	2071	21112
678	Public Access	6	5228	61744	13	598
679	Avatar	54	58213	1343252	1633	10602
680	The Kujo Kings	2	152	5001	6	49
681	Dan Potthast	27	17892	207616	107	1397
682	Reel Big Fish	65	694511	22792266	1571	19613
683	Fatter Than Albert	17	6518	103624	23	210
684	Refused	67	391160	10383306	3323	31189
685	The Arrogant Sons Of Bitches	32	80158	2064512	71	1048
686	Big D and The Kids Table	49	265462	5643764	598	7260
687	One Cool Guy	0	20955	137395	16	182
688	[spunge]	42	37564	588370	117	677
689	Operation Ivy	56	341689	7947076	387	3905
690	The Planet Smashers	41	125691	2311276	179	2369
691	Faker	34	70893	855044	344	3467
692	The JB Conspiracy	29	21832	287867	31	201
693	Jebediah	43	55949	684225	646	6565
695	Mad Caddies	55	322090	9314808	901	8411
698	Rx Bandits	53	211224	6385789	897	11903
700	New Riot	20	1747	37667	6	127
701	Foxy Shazam	48	95986	3398663	428	7627
702	Gimp	1	5539	138146	21	199
703	Catch 22	49	295544	6322839	493	4989
704	Bandits of the Acoustic Revolution	34	95862	1000430	76	1233
706	TRG	16	65975	320331	3107	54087
694	Horsepower Productions	23	60199	446294	1293	20534
614	Earth	57	157824	5294667	3839	33623
710	Weird Dreams	24	33173	236372	53	889
711	The War on Drugs	72	380780	10181191	3839	28434
713	Dive	29	41454	570965	177	1429
708	Ghostek	23	8589	97597	364	4103
717	Twerps	50	47212	647103	491	2921
618	Khanate	13	36647	459546	773	9847
616	Agalloch	47	276067	18465630	2622	29825
714	Darkspace	25	41562	1328249	938	9991
646	ATB	64	830792	24471829	5986	59434
639	Broken Social Scene	60	1343988	50152958	0	0
656	Balkan Beat Box	0	0	0	0	0
645	Armin van Buuren	83	954195	27497670	16956	169619
699	El-B	15	34227	161401	1415	18211
715	Ducktails	55	195030	3718098	4499	41345
647	OceanLab	54	251955	4393713	1933	22168
667	Darkthrone	46	215258	12953501	1546	14512
641	k-os	51	239932	4572073	1166	25761
582	Noisia	60	405532	8595730	13431	180080
709	Wild Nothing	61	364146	12197458	1877	27010
712	DIIV	55	212895	12455872	2028	28075
718	Real Estate	66	475878	14520136	3273	38823
719	Woods	53	243317	5121850	1756	26772
660	St. Vincent	70	787726	24495077	17185	159914
2057	Nautilis	19	28127	295082	937	9820
2417	Ronny & Renzo	5	1245	4106	0	0
2058	Eworks	1	225	1167	11	189
2059	Oberman Knocks	4	1097	12231	207	1170
94	Disasterpeace	55	61521	2071886	1614	10819
2060	Christ Analogue	7	7180	62343	86	706
2061	Squarepusher	51	541596	12836721	10159	119623
2485	Jlin	37	10604	112467	1053	3779
255	Autechre	48	479535	17029251	15204	170448
2063	Jackson and His Computerband	0	11056	156003	18678	61691
2030	Milieu	22	28494	673534	828	6264
2017	Lone	52	150306	3112440	7401	71664
2065	Red Traces	1	606	5950	451	3201
2066	edIT	47	173508	3521067	1084	13433
2067	Speed Jack	2	1748	7917	147	1147
2068	Midaircondo	18	19587	201330	97	625
2069	Gescom	23	88376	746157	1951	18828
2070	Special Request	32	13702	144727	2468	14299
2071	Paul Woolford	34	27073	89071	4916	50599
2072	Akkord	26	9265	106954	1499	8754
2073	Tessela	24	13012	63454	1891	13085
2074	Benton	52	9196	62803	2597	35625
2075	Etch	7	2207	12132	376	1984
477	Zoufris Maracas	49	7154	95588	117	833
2076	The Dresden Dolls	52	538220	19816765	659	8997
2077	Kim Vermillion	0	1397	14252	1	2
2078	Frenchy and the Punk	27	1532	13694	28	90
2079	Battle Circus	6	2063	23739	25	263
2080	Vagabond Opera	29	7871	100578	81	1023
2081	The Jane Austen Argument	29	6531	116022	118	1355
2082	Murder by Death	53	186920	7008064	1717	17915
2083	Emilie Autumn	52	300092	18269974	469	5665
2084	Humanwine	27	30209	402402	62	509
2085	Rasputina	42	194348	6233463	513	5396
2086	Evelyn Evelyn	36	44272	722831	78	1284
2087	Bitter Ruin	29	0	0	46	330
2088	Tori Amos	64	1237317	54910538	5217	48164
2089	The Red Paintings	29	16704	388770	100	766
2090	Pezzettino	1	801	7133	13	38
2091	Clare Nina Norelli	0	89	439	0	0
2092	Morgan Kibby	7	279	1098	135	1958
2093	Vermillion Lies	32	61761	1034803	51	937
2094	Wood Spider	0	1913	23193	67	1138
2095	Amanda Palmer	53	197110	6810663	2677	24236
2096	Two Ton Boa	14	5736	54319	23	206
2097	The Romanovs	25	6807	141221	19	103
2098	Harlequin Jones	21	34750	188862	14	170
2099	The Circus Contraption Band	21	692	10059	3	110
2100	Pretty Balanced	30	52303	814714	41	280
2101	Kim Boekbinder	4	8870	121287	22	354
2486	EQ Why	8	913	6098	130	838
2103	Venus Hum	28	40909	536057	180	2059
2104	Cicada	41	111733	1092719	2196	31689
2105	Mirrorring	36	28448	276956	149	1552
2106	Annie Lennox	69	785471	8577040	2546	20247
2107	Annie	48	513324	6554207	1807	23584
2108	Add N to (X)	28	85506	1082282	331	3202
2111	Mirwais	42	132242	873800	1268	17114
2489	DJ Rashad	46	57703	1219963	7429	49835
2113	The Barbary Sound	4	28	381	9	34
2114	Air Liquide	11	21910	133325	552	3927
2490	DJ Paypal	30	6104	77420	1050	4388
2491	DJ Heavy D	0	242	1902	41	297
2492	Massacooramaan	6	1930	12098	595	4821
2116	Cwtch	0	3874	15912	31	135
2117	Ladytron	55	944480	30509612	7620	86673
2118	Róisín Murphy	60	693898	16151323	2847	31378
2119	El-P	55	266258	6242539	19240	205006
2120	Moodie Black	18	1740	32111	114	499
2121	Teddy Faley	6	587	8372	7	39
2122	Cage	51	143962	3717654	2717	45239
2123	dälek	31	83528	2443281	1022	12039
2124	Sage Francis	54	318706	9998690	2786	40055
2125	Public Enemy	70	789696	11771061	5117	50920
224	Filibusta	29	1084	6342	6080	13118
2126	VibeSquaD	31	57863	364159	460	8179
2127	NiT GriT	34	68182	717769	535	8986
2128	Slim Thugz	0	913	6692	55	988
2129	NastyNasty	24	16792	109000	333	7113
2130	Ooah	32	61214	318740	647	10180
2131	Unlimited Gravity	30	7713	67985	260	3169
2493	DJ Rell	45	4104	17057	46	334
2135	Flosstradamus	67	114028	996770	3944	36906
2136	Trill Murray	0	637	4965	40	349
2494	Bass Taco	0	168	479	15	159
2139	Tipper	52	109971	1871327	2912	27965
2140	Baauer	63	239547	1485283	9161	87947
2141	Hypha	15	1917	8616	87	1563
2142	MiM0SA	52	28896	328174	1172	22005
2144	Sovereign Sect	20	1098	7553	51	1024
2145	Crushendo	6	1453	5457	35	350
2146	Excision	66	300576	2261264	5309	84466
393	The Moscow Coup Attempt	13	3775	38725	5539	11004
2147	Heirs	9	8282	110961	48	398
233	Nine Inch Nails	73	2043370	164895241	17631	222877
2148	Charlie Clouser	39	85869	1615067	876	9065
2495	Slick Shoota	24	7124	38643	654	7432
85	The Conet Project	1	13472	534105	175	1346
2496	DJ Mastercard	7	545	5139	203	777
2497	Supraman	2	647	2955	91	630
2488	Young Smoke	13	3729	42363	286	2841
2498	DJ Earl	21	9575	64614	3201	19685
2499	Addison Groove	29	32965	266390	3273	38999
2501	Principal Dean	8	912	3192	152	996
2502	DJ Clent	22	5596	35070	586	5301
2503	DJ Roc	38	10710	93888	490	5129
2138	The Floozies	51	4228	58258	7827	12766
2132	Freddy Todd	31	9172	92932	517	6359
2143	araabMUZIK	52	105749	2580860	2739	22055
77	The Glitch Mob	72	493105	12316137	7201	87528
2133	Gramatik	70	245761	7290223	5124	38536
428	Air	70	2037914	83996257	11315	147501
2064	Plaid	46	350873	7720342	6049	53888
722	Craft Spells	54	198472	3452070	795	6867
2102	Air Formation	25	52205	683600	135	1280
720	Anaïs Mitchell	53	86392	2219097	1326	14644
723	Tim Minchin	54	47495	1781220	1155	8673
724	Danny Elfman	69	746259	17406758	4413	56053
725	David Byrne	57	295657	3359661	9785	133429
2504	DJ Spinn	41	12744	73909	5364	33935
2505	DJ Clap	10	1019	14636	131	862
2507	RAJA	27	8650	127160	407	3197
2508	DJ Manny	28	6350	38890	3492	20388
2487	Boylan	12	3954	17763	557	3861
2509	DJ Vic	1	527	1779	53	393
2510	Elefo	0	652	4073	70	1094
734	Stephen Oremus	67	1356	10727	251	2981
2511	DJ Calez	0	102	408	30	263
2512	RP Boo	27	11612	113213	1784	11349
737	Original Broadway Cast	35	137985	4577939	3102	26346
751	Jenny Hval	48	29726	396791	1579	6646
754	Emerson, Lake & Palmer	55	537415	7772489	0	0
825	galaxies	4	1616	6375	7	67
753	Iron Maiden	79	1978338	146709421	10294	97535
755	Beenie Man	67	327322	2672158	9311	44019
756	Blue Hawaii	51	106926	1547356	1078	22654
757	Daughn Gibson	43	50580	676635	470	3979
760	Braids	54	163058	2090194	1708	14077
761	Sean Nicholas Savage	41	27104	485843	254	2359
762	Milk & Bone	52	19567	70510	0	0
749	Bob Marley & The Wailers	87	1703321	52986470	0	0
763	Gem Club	52	90132	996360	215	2320
766	Coyote Clean Up	16	30254	407946	370	4175
767	GABI	33	7568	103434	241	622
2758	The Geek	11	141	482	150	646
769	Best Coast	69	542719	19975471	3695	37127
770	Sebadoh	47	287227	7097196	1284	15434
2829	The Heavy	67	372992	5885352	4516	51117
772	Pocahaunted	11	25638	397914	275	6499
773	Alvvays	60	91367	1697125	2561	15732
774	Art Imperial	0	1880	13578	13	91
775	La Sera	48	135722	1745487	401	4676
776	BEACH COMBERS	1	467	4178	1	62
777	whysowhite	19	926	11907	972	11055
780	Diva	14	16405	183099	181	1844
781	Dum Dum Girls	56	270762	5378686	1708	21320
2830	Black Joe Lewis & The Honeybears	52	76373	894466	0	0
783	Eternal Summers	44	91227	889518	474	3989
785	My Friend Wallis	1	5523	36070	16	267
786	Bobb Bruno	1	1117	5661	13	214
787	Tennis	63	344811	6519481	1938	21558
789	Vivian Girls	42	189574	3826007	553	11991
790	Slow Animal	14	20041	131220	13	377
791	Glintshake	3	5235	75637	18	147
792	The Dead Ships	17	967	5224	13	192
794	Crocodiles	45	142763	2117395	793	8474
795	Colleen Green	46	36448	525438	466	2282
796	Original Cast	56	55395	702278	183	1040
797	Original Broadway Recording	52	71	1106	3099	26346
798	Original Canadian Cast	0	272	5473	33	223
799	Original London Cast	56	65174	929043	440	4395
800	Original Off-Broadway Cast	0	1962	80571	94	879
801	Original Mexican Cast	0	33	437	6	31
802	Andrew Lloyd Webber	66	361515	8763281	1301	11807
803	Studio Cast	0	1004	7062	21	172
804	Godspell	43	5893	65815	71	694
805	Company B Original Cast Recording	0	172	10869	2	15
806	Kristin Chenoweth	65	129970	1842963	574	8794
808	Wicked Tinkers	28	10714	100390	45	199
809	Doris Day	57	504499	3334986	2090	20938
810	Judy Garland	54	377249	2369032	1545	12967
811	Porter Ricks	20	29315	256945	626	5698
812	Musical Youth	52	121241	463252	629	10282
813	YUNG BAE	0	4593	101950	305	968
814	Jason Alexander	34	2380	6815	41	389
815	Soeur Marie Keyrouz	16	2303	36388	0	0
816	Sean Hayes	53	120342	1138816	348	5387
817	Kelsey Grammer	36	5676	34164	159	1739
818	Akademie für Alte Musik Berlin	56	4404	63486	1095	10906
819	Glee Cast	83	920726	95333019	3452	101792
820	Omar Souleyman	40	34900	368205	1800	12181
822	Owl City	81	1256428	42343468	6993	80095
827	LED Streets	12	11	32	16	26
828	Harry Potter	3	17903	366175	4	18
829	Kyau & Albert	49	62844	660586	0	0
2858	Sweater Beats	49	24229	167540	522	4088
832	Vulfpeck	55	15902	684394	790	3200
835	A_Rival	27	7524	122576	18	82
836	Portico Quartet	50	116320	2550475	1109	8360
784	XXYYXX	43	179262	4606466	2446	20621
838	August Burns Red	70	534301	23450282	1676	17405
839	Clutchy Hopkins	39	62417	1191481	610	8894
849	Apostate	23	9917	283716	31	282
831	Flume	80	366514	9229040	0	0
788	Cashmere Cat	71	148448	1300980	6941	34725
758	Born Gold	37	45420	567186	455	5937
2840	S-Type	40	22881	139191	764	5203
2856	LiL TExAS	15	3847	22822	506	4161
2857	Cosmo's Midnight	49	19968	109065	457	2537
834	Skillet	78	1107201	34807435	0	0
807	Matthew Morrison	49	66746	476766	184	4221
2859	Cyril Hahn	50	35560	231943	11194	64183
2861	Deon Custom	40	2241	24872	109	296
2862	Man Mantis	14	2372	33694	70	637
2863	Wave Racer	46	23866	149152	1191	6441
793	Sophie	47	64067	500147	4101	23194
2864	Auntie Flo	24	7447	36218	944	8545
2865	Felicita	11	1927	11041	118	433
114	Infected Mushroom	67	717381	35657654	8584	80829
2855	Mssingno	0	11131	82295	476	2345
2866	Danny L Harle	26	5568	35573	798	2219
2867	GFOTY	27	6566	64556	774	2555
2868	A. G. Cook	33	11325	135353	1775	7077
2869	Ejeca	38	13068	79977	1512	11623
2870	Jackmaster	2	3452	21827	187	2208
2860	Hudson Mohawke	67	206952	3847157	17986	181107
752	Burzum	50	321998	18850335	1996	19605
764	High Places	37	179677	2705683	425	11150
707	Beach Fossils	61	292126	8946076	1070	16371
778	Krol Kleks	1	39	280	40	257
779	The Drums	66	834282	18903533	1466	24431
844	Galapagos	3	10385	80852	80	989
846	Ronald Jenkees	59	162613	4074788	1956	30641
861	sloslylove	18	7228	104903	614	5367
882	[PHYSICS]	35	1674	20103	0	0
884	Kasket Club	48	8663	46470	17	142
886	VANDAAM	0	523	5056	14	86
889	Gardens & Villa	52	107183	1144437	0	0
2165	High Pass Filter	1	307	5067	17	39
2167	Wise Blood	45	70782	577987	203	2958
2168	Cold Legistics	0	6959	156697	36	503
2169	Roger Molls	35	7830	117091	173	822
2170	Tipsy	24	28689	318571	179	1459
2173	Vanilla	0	26441	683217	551	3864
2175	Greenskeepers	0	86966	722332	514	5680
2176	Ugress	0	92778	2152650	202	2479
2177	Handsomeboy Technique	0	4787	121260	28	433
2180	Ruckus Roboticus	0	12730	106878	43	608
2181	Land of the Loops	0	6927	100161	120	779
2182	Quiet Village	0	49477	516826	645	12049
2183	Sonny J	0	44965	508083	455	6011
2184	Beastie Boys	0	2106482	67624524	10966	137759
2185	Coldcut	0	425325	4253150	5906	56313
228	Lemon Jelly	0	365227	5725369	5555	58080
2186	Fred Deakin	0	1127	12435	35	442
2187	Blacksand	0	478	2512	14	237
2189	Fantastic Plastic Machine (田中知之)	0	0	0	1178	11783
2190	Daan	0	31600	870841	644	13790
2191	Beyond the Wizards Sleeve	0	4866	88021	588	7261
2192	Paperfilm	0	1956	12183	1713	66989
2193	Kinobe	0	231525	1468120	1001	10009
2194	Growsound	0	1334	6031	1526	43364
2198	Monte La Rue	0	44182	271271	162	1199
2199	Flashman	0	2528	15462	20	200
229	The Avalanches	55	519459	11720103	6132	86817
2200	Public Service Broadcasting	0	51358	916219	869	3332
2203	Michal Menert	45	23088	494175	547	5372
2201	MHz	0	17193	147976	137	1870
2202	The Insane Warrior	0	4915	63453	123	3127
2204	The Weathermen	0	22088	164450	256	3476
2205	Icebird	0	12198	129815	110	1109
2206	The Herbaliser	0	534746	8328193	4108	43650
2207	Hermitude	0	111994	1302942	3643	29147
2208	Cut Chemist	0	237877	2752337	3454	52717
2209	Gon	0	1022	6532	12	330
2134	Pretty Lights	70	505766	13996300	6398	86379
2211	Copywrite	0	61854	628449	3409	40277
2213	Soul Position	0	119231	1381050	217	3890
2214	The Midnight Mindstate	0	10	204	21	115
2215	MF DOOM	0	487373	18170221	21595	292084
2156	RJD2	67	915506	25417981	12623	167306
2212	Den Sorte Skole	0	3713	281966	98	694
2196	Tara King Th.	0	7552	126753	107	876
842	ODESZA	0	226455	4722746	5979	23808
2188	Leaf	0	53297	885593	200	2926
34	Röyksopp	0	1890870	66506012	14890	167124
2150	Blockhead	59	467563	10372936	6767	74665
2153	Amon Tobin	56	808392	24916168	10075	103500
2159	Tor	42	27987	316266	764	6470
412	Yppah	55	213238	3343313	2361	38250
2161	Hardkandy	35	51958	298665	264	2848
2162	DJ Frane	37	10847	359242	684	20098
2163	Cujo	28	175497	1674086	884	20606
2160	Little Dragon	69	688903	16040087	8028	126754
2179	Wax Tailor	61	422085	9739381	2468	28027
524	Emancipator	68	411339	14424224	5606	60091
2158	Nightmares on Wax	64	806420	13553029	7354	76398
2197	Fila Brazillia	44	373592	4221623	2350	21613
226	Bonobo	75	1300505	66936929	17956	163170
2195	Bent	46	515193	5879182	2764	28697
2164	Mr. Scruff	59	698931	8429752	5417	61251
840	Flash/Lights	13	370	2797	87	1062
2174	The Go! Team	54	645579	12867470	1667	15498
837	Ratatat	79	833565	41670903	11417	139217
2166	J Dilla	66	433225	20919882	26593	369046
2514	M!NT	0	721	3262	30	214
2515	Ilkae	18	43102	772794	459	3740
2171	The Books	50	368782	10519036	2032	35675
845	Bogg	0	81	690	3	55
847	Robert Glasper	54	100055	1223509	9665	41713
848	Dimlite	44	76850	1069267	2439	27565
850	GoGo Penguin	47	14655	298937	240	773
852	Adrian Younge	56	18356	297750	4748	24103
853	The Odd Trio	1	1894	14770	23	428
857	Butcher Brown	25	488	6451	29	154
859	Black Host	4	1071	6453	15	118
863	Sly Why	0	29	906	17	93
865	An Emerald City	12	3386	55742	0	0
867	The Internet	73	104435	1419603	2602	21579
888	Lyrics Born	54	126975	1360812	3522	30652
890	Grand Analog	24	10459	77107	38	523
869	Thundercat	73	83924	1798573	26854	149952
2230	Thom Yorke	53	943853	23642233	13001	167328
523	GRiZ	61	50992	715357	8494	19017
855	Mouse on the Keys	28	36131	1254386	612	4220
841	The Bad Plus	49	191716	2853225	1560	13524
2216	DJ Greem	0	149	880	84	952
2217	Beat Torrent	0	16522	157342	164	1443
2218	20syl	0	27861	270629	906	4400
2219	Letters to the Sun	0	459	2740	7	84
2220	Scratch Bandits Crew	0	11342	105048	294	2581
2221	Hocus Pocus	0	105054	2720181	699	6707
2222	Kid Koala	0	317802	4363314	9708	103504
2223	Soul Square	0	17662	183689	254	2910
2224	DJ Atom	0	330	1477	107	1235
2225	Chiddy Bang	0	730646	8799932	1822	40287
2227	One-T	0	29099	227099	70	365
2228	Birdy Nam Nam	0	239785	4313834	1543	17246
2229	Deluxe	0	133755	2009960	655	4298
235	Radiohead	0	4456093	425083792	23223	361742
217	Goldfrapp	0	1614030	40765277	28022	110463
2231	Pollyn	0	9837	70678	77	1075
2233	Mandalay	0	397597	3588423	556	4852
2109	Kosheen	0	0	0	1669	14033
2234	Endless Blue	0	30794	304216	190	9545
2235	Bitter:Sweet	0	321387	3961109	0	0
2112	Moloko	0	992966	17230589	3280	30622
2236	Supreme Beings of Leisure	0	310645	2925405	303	3058
2238	The Kilimanjaro Darkjazz Ensemble	0	128975	3942791	876	11692
2240	Beth Gibbons	0	52445	451822	727	8353
2241	Dirty Elegance	0	84420	1469230	132	1531
2242	Nomak	0	27414	1731906	612	11782
2243	Telefon Tel Aviv	0	309644	7463889	1934	28671
2062	The Flashbulb	0	270386	14323541	5281	82727
843	Nujabes	0	203774	18818118	5573	60356
2244	Sadistik	0	53236	1298352	657	5401
2245	Inchange	0	4108	53015	12	63
2246	Saltillo	0	173320	3974185	659	11819
2247	DJ Whitesmith	0	13625	186335	176	1500
2248	Kinack	32	6326	71492	45	354
2149	Barakas	11	4298	17207	101	850
2523	Sepalcure	41	103012	1381637	1596	23587
452	Andreya Triana	63	117962	1371830	8646	76687
2152	Human Agency	6	265	3598	11	127
2154	Fink	67	510379	10803836	5667	52206
2157	Skalpel	47	306943	5553061	697	7295
750	Jaga Jazzist	49	294029	5225792	2624	21355
2250	Gorillaz	81	3291333	137591214	11975	219913
2251	Rocket Juice & The Moon	33	20106	367524	0	0
2252	The Limp Twins	39	92912	710181	277	2749
2253	Super Furry Animals	53	394790	8771562	1797	18253
2254	Danger Mouse	57	333990	5172610	33546	277508
2255	Blur	77	2667911	76819420	8897	74222
2256	Dan the Automator	58	119867	850392	7309	91984
2257	Damon Albarn	60	351892	4545726	8873	123016
390	The Good, The Bad & The Queen	44	545864	8318876	0	0
2258	The Dandy Warhols	64	1096944	21592992	2785	34148
2259	Del the Funky Homosapien	60	96736	1319622	10897	121951
2260	The Pinker Tones	36	69384	625207	86	978
2261	Gruff Rhys	40	82040	1471466	3062	67875
2262	Foster the People	81	1448701	44247112	4576	62319
2263	Broken Bells	69	853135	18666935	3124	35545
2264	Cibo Matto	45	205799	3042420	1204	9754
2265	Inspired Flight	33	11998	135797	156	2587
2266	DANGERDOOM	0	331979	6835557	513	5596
2267	Deltron 3030	55	384901	6864238	0	0
2268	Monkey	38	71355	567517	91	2311
2269	Fried Kale	0	0	0	2	23
2516	FaltyDL	44	105411	1680301	6554	73343
2178	DJ Shadow	64	1159799	30801854	10892	138825
2517	Vtgnike	17	7048	100528	404	4070
2518	JETS	30	15590	104670	602	4933
2519	Mark Pritchard	23	23550	100428	4282	50903
2151	Little People	62	212033	3335213	1298	10477
2520	Braille	38	60749	757878	1529	13983
2521	Dream Continuum	6	2837	19330	114	1394
2522	Theophilus London	75	243950	3885000	6135	55382
2500	Wheez-ie	7	1915	9386	252	3459
2524	Tstewart	6	8853	68140	195	1549
2506	Traxman	26	15936	261267	2230	20034
2525	Syndrone	7	11602	79860	145	1403
2527	E.stonji	1	2630	13270	39	242
2172	Prefuse 73	52	419755	11651566	7874	74421
2528	Salva	36	24545	227901	4309	37659
234	Boards of Canada	66	1197415	79912360	15588	154629
2529	EPROM	41	49255	515655	3088	31085
2530	The Range	41	49190	756184	816	5924
2237	Tricky	60	1022943	24677000	7301	79047
1982	Ikonika	32	92897	803832	4895	61062
2532	Cymophane	0	233	1478	25	199
2533	Distal	19	11334	83173	1240	19141
2534	Pixelord	31	29869	326200	1224	11657
529	C2C	66	260191	4570623	2925	32944
28	Daft Punk	85	3539492	185951163	30656	399990
1985	Kuedo	32	52336	1021687	2597	24117
2155	The Cinematic Orchestra	69	1021096	24501517	4936	73312
400	Tycho	72	603142	17851169	7947	71036
648	Burial	59	771603	31878529	14146	172485
2226	Parov Stelar	77	752695	30839944	7296	66940
2110	Hooverphonic	58	933792	20047271	1923	16850
2232	Elsiane	47	217363	4105520	352	5601
2239	Lamb	58	1040860	20475902	2985	29618
2115	Portishead	68	1969504	76018465	7811	129271
2249	Subaqueous	24	1767	19962	263	2143
851	Texas in July	52	150857	3189173	0	0
854	This or the Apocalypse	44	46145	1093281	110	1513
856	The Showdown	37	42041	734109	46	533
858	With Life In Mind	24	29185	400936	12	240
860	Rosesdead	5	3465	123293	9	214
862	Parkway Drive	70	528085	37654115	1067	12536
864	Bells	29	5080	41364	0	0
866	Born of Osiris	57	166143	8388681	427	5396
868	For Today	57	112965	3584524	0	0
870	Protest the Hero	56	245989	16011350	731	7542
871	Haste the Day	55	302273	10206713	0	0
872	Unearth	51	326131	8560367	582	6493
873	Between the Buried and Me	61	272305	16783403	3179	41675
874	Oh, Sleeper	49	138723	3961968	0	0
875	The Empire Shall Fall	23	8058	197510	21	454
876	Corpus Christi	28	10170	252667	0	0
877	As I Lay Dying	63	834088	41763163	786	12132
878	Gwen Stacy	32	69154	1053254	0	0
879	Inhale Exhale	34	96773	1582335	52	952
880	Catherine	67	61338	1522333	0	0
881	I, The Breather	46	7878	244156	0	0
883	After The Burial	52	94827	4467964	401	4492
885	War of Ages	47	78406	1716265	119	1549
887	The Devil Wears Prada	64	574782	26421409	610	11130
946	Long Arm	0	58046	1048652	534	4023
891	Kardinal Offishall	65	329148	1693247	2357	48019
892	Buck 65	43	146499	4032465	2684	45497
895	CunninLynguists	59	392136	14269926	0	0
929	The Album Leaf	0	772374	21560907	2164	36658
901	DL Incognito	26	16513	313615	97	1981
902	Dilated Peoples	61	470522	6677286	2838	25860
903	Sweatshop Union	47	44277	1049835	172	2638
905	Jimmy Eat World	73	1936822	65423502	3134	43379
907	Blackalicious	58	394255	6039209	0	0
908	Emery	57	384247	14465661	742	11286
910	Lovers and Liars	24	6069	128199	0	0
912	Talib Kweli	66	759588	12349084	21894	214151
916	Sic Vita	8	46	869	4	40
918	Rascalz	25	11835	128812	141	837
919	There for Tomorrow	54	236183	4142407	0	0
921	Maestro Fresh‐Wes	28	3	5	468	4886
922	Hawk Nelson	60	185587	3580078	0	0
925	Felt	36	181254	3632671	0	0
927	The Juliana Theory	42	225482	4111151	179	2284
928	Mos Def	73	969072	20274666	0	0
2270	Galleon	23	24520	201035	194	1263
933	Anchor & Braille	35	50587	789116	0	0
934	Copeland	56	481666	16018206	833	10002
938	Acceptance	50	336573	7397330	192	3348
940	Cartel	58	482590	13124537	0	0
941	Armor for Sleep	52	456081	10999437	370	5829
944	The Color Fred	24	62959	732223	26	950
945	Search the City	44	46012	913281	44	925
947	Parabelle	41	55778	858594	70	785
894	Stumbleine	50	61779	1107807	1014	7542
948	The Starting Line	56	598310	13426419	0	0
949	Ivoryline	40	82748	1434243	74	1491
950	Motion City Soundtrack	65	885238	30771679	0	0
952	The Classic Crime	52	153711	4288651	0	0
953	Lower Than Atlantis	61	61276	2686658	369	2259
957	Andre Ethier	13	4503	58577	228	11953
904	When 5am	0	323	9303	0	0
996	Winchester	31	1528	5966	195	1360
958	William Elliott Whitmore	53	72599	1402733	0	0
911	Essáy	40	6800	51322	596	4879
914	Exist Strategy	24	9637	140978	0	0
960	Bon Iver	82	1727046	95741041	0	0
917	Taquwami	0	9392	82151	168	1598
962	The Deadly Snakes	27	38094	433816	151	1704
920	Selva Oscura	0	8379	70217	46	364
924	Circle Traps	15	4328	24178	143	2182
926	With Joyful Lips	16	1278	12297	0	0
963	Main Source	36	104090	759036	638	6852
169	SebastiAn	73	420856	5822374	6843	105392
932	Sweetheart of Kairi	0	3200	31474	74	403
936	Skywide	21	1952	10500	34	167
964	Ferry Corsten	63	561262	7355464	0	0
937	quixotism	0	719	2690	0	0
965	Vladimir Fonarev	0	51	396	43	270
939	Owsey	0	8405	113525	162	1419
942	Așa	57	1075	46380	0	0
